Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
160083143,E07,16003365,01/08/2016,01/08/2016,01/08/2016 06:41:22 PM,01/08/2016 06:41:22 PM,01/08/2016 06:42:53 PM,01/08/2016 06:44:45 PM,01/08/2016 06:46:40 PM,NA,NA,Code 2 Transport,01/08/2016 06:52:10 PM,800 Block of VALENCIA ST,San Francisco,94110,B06,07,5434,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.7589396460618, -122.421244589279)",160083143-E07
160083143,77,16003365,01/08/2016,01/08/2016,01/08/2016 06:41:22 PM,01/08/2016 06:41:22 PM,01/08/2016 06:42:53 PM,01/08/2016 06:45:16 PM,01/08/2016 06:48:04 PM,01/08/2016 06:59:00 PM,01/08/2016 07:26:05 PM,Code 2 Transport,01/08/2016 07:34:07 PM,800 Block of VALENCIA ST,San Francisco,94110,B06,07,5434,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Mission,"(37.7589396460618, -122.421244589279)",160083143-77
160083028,81,16003357,01/08/2016,01/08/2016,01/08/2016 06:08:30 PM,01/08/2016 06:09:34 PM,01/08/2016 06:11:08 PM,01/08/2016 06:11:23 PM,01/08/2016 06:15:56 PM,01/08/2016 06:31:42 PM,01/08/2016 06:34:28 PM,Code 3 Transport,01/08/2016 07:28:34 PM,1500 Block of 7TH AVE,San Francisco,94122,B08,22,7331,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Inner Sunset,"(37.7594687247156, -122.463915785907)",160083028-81
160083026,E16,16003356,01/08/2016,01/08/2016,01/08/2016 06:09:00 PM,01/08/2016 06:09:31 PM,01/08/2016 06:10:31 PM,01/08/2016 06:11:50 PM,01/08/2016 06:13:42 PM,NA,NA,Code 2 Transport,01/08/2016 06:25:41 PM,2000 Block of FILBERT ST,San Francisco,94123,B04,16,3462,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,"(37.7983888016353, -122.433225140836)",160083026-E16
160083026,84,16003356,01/08/2016,01/08/2016,01/08/2016 06:09:00 PM,01/08/2016 06:09:31 PM,01/08/2016 06:12:24 PM,01/08/2016 06:12:24 PM,01/08/2016 06:16:55 PM,01/08/2016 06:25:57 PM,01/08/2016 06:47:11 PM,Code 2 Transport,01/08/2016 07:08:56 PM,2000 Block of FILBERT ST,San Francisco,94123,B04,16,3462,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Marina,"(37.7983888016353, -122.433225140836)",160083026-84
160083026,65,16003356,01/08/2016,01/08/2016,01/08/2016 06:09:00 PM,01/08/2016 06:09:31 PM,01/08/2016 06:10:31 PM,01/08/2016 06:10:37 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:12:36 PM,2000 Block of FILBERT ST,San Francisco,94123,B04,16,3462,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,4,2,Marina,"(37.7983888016353, -122.433225140836)",160083026-65
160083021,79,16003355,01/08/2016,01/08/2016,01/08/2016 06:05:00 PM,01/08/2016 06:08:48 PM,01/08/2016 06:12:24 PM,01/08/2016 06:12:33 PM,01/08/2016 06:27:04 PM,01/08/2016 06:47:25 PM,01/08/2016 07:10:17 PM,Code 2 Transport,01/08/2016 07:44:51 PM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,6,Tenderloin,"(37.7859427265455, -122.418902557609)",160083021-79
160083019,E01,16003354,01/08/2016,01/08/2016,01/08/2016 06:08:44 PM,01/08/2016 06:08:44 PM,01/08/2016 06:08:44 PM,01/08/2016 06:08:44 PM,01/08/2016 06:08:44 PM,NA,NA,No Merit,01/08/2016 06:10:04 PM,5TH ST/MARKET ST,San Francisco,94103,B03,01,2247,2,2,2,true,Non Life-threatening,1,ENGINE,1,3,6,South of Market,"(37.7839914857614, -122.408066547804)",160083019-E01
160083018,KM07,16003353,01/08/2016,01/08/2016,01/08/2016 06:07:06 PM,01/08/2016 06:08:34 PM,01/08/2016 06:09:58 PM,01/08/2016 06:10:51 PM,01/08/2016 06:26:28 PM,NA,NA,Patient Declined Transport,01/08/2016 07:26:51 PM,STOCKTON ST/PACIFIC AV,San Francisco,94133,B01,02,1332,2,2,2,false,Non Life-threatening,1,PRIVATE,1,1,3,Chinatown,"(37.7967039027671, -122.40843088815)",160083018-KM07
160083016,74,16003352,01/08/2016,01/08/2016,01/08/2016 06:05:37 PM,01/08/2016 06:07:47 PM,01/08/2016 06:09:22 PM,01/08/2016 06:09:32 PM,01/08/2016 06:17:34 PM,01/08/2016 06:30:14 PM,01/08/2016 06:30:14 PM,Code 2 Transport,01/08/2016 07:29:35 PM,300 Block of ELLIS ST,San Francisco,94102,B03,03,1461,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7850246606887, -122.411971890566)",160083016-74
160083011,T19,16003351,01/08/2016,01/08/2016,01/08/2016 06:05:26 PM,01/08/2016 06:06:47 PM,01/08/2016 06:07:29 PM,NA,NA,NA,NA,Fire,01/08/2016 06:10:16 PM,100 Block of INVERNESS DR,San Francisco,94132,B08,19,8736,3,3,3,false,Alarm,1,TRUCK,3,8,7,Sunset/Parkside,"(37.7317673270107, -122.482776570997)",160083011-T19
160083011,E19,16003351,01/08/2016,01/08/2016,01/08/2016 06:05:26 PM,01/08/2016 06:06:47 PM,01/08/2016 06:07:29 PM,01/08/2016 06:08:34 PM,01/08/2016 06:11:20 PM,NA,NA,Fire,01/08/2016 06:14:59 PM,100 Block of INVERNESS DR,San Francisco,94132,B08,19,8736,3,3,3,true,Alarm,1,ENGINE,1,8,7,Sunset/Parkside,"(37.7317673270107, -122.482776570997)",160083011-E19
160083011,B08,16003351,01/08/2016,01/08/2016,01/08/2016 06:05:26 PM,01/08/2016 06:06:47 PM,01/08/2016 06:07:29 PM,01/08/2016 06:08:15 PM,NA,NA,NA,Fire,01/08/2016 06:10:16 PM,100 Block of INVERNESS DR,San Francisco,94132,B08,19,8736,3,3,3,false,Alarm,1,CHIEF,2,8,7,Sunset/Parkside,"(37.7317673270107, -122.482776570997)",160083011-B08
160083006,T03,16003350,01/08/2016,01/08/2016,01/08/2016 06:05:11 PM,01/08/2016 06:06:05 PM,01/08/2016 06:06:52 PM,01/08/2016 06:08:18 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:16:59 PM,1200 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,4,3,Nob Hill,"(37.7884521578132, -122.420326993863)",160083006-T03
160083006,E02,16003350,01/08/2016,01/08/2016,01/08/2016 06:05:11 PM,01/08/2016 06:06:05 PM,01/08/2016 06:06:52 PM,01/08/2016 06:07:11 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:13:02 PM,1200 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,4,3,Nob Hill,"(37.7884521578132, -122.420326993863)",160083006-E02
160083006,63,16003350,01/08/2016,01/08/2016,01/08/2016 06:05:11 PM,01/08/2016 06:06:05 PM,01/08/2016 06:06:52 PM,01/08/2016 06:07:04 PM,01/08/2016 06:13:03 PM,01/08/2016 06:31:00 PM,01/08/2016 06:47:23 PM,Code 2 Transport,01/08/2016 07:13:46 PM,1200 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,4,3,Nob Hill,"(37.7884521578132, -122.420326993863)",160083006-63
160083005,T01,16003349,01/08/2016,01/08/2016,01/08/2016 06:04:04 PM,01/08/2016 06:06:04 PM,01/08/2016 06:06:14 PM,01/08/2016 06:07:44 PM,NA,NA,NA,Fire,01/08/2016 06:23:33 PM,1100 Block of MARKET ST,San Francisco,94103,B02,36,2316,3,3,3,false,Alarm,1,TRUCK,3,2,6,South of Market,"(37.7795310846627, -122.413542548681)",160083005-T01
160083005,E36,16003349,01/08/2016,01/08/2016,01/08/2016 06:04:04 PM,01/08/2016 06:06:04 PM,01/08/2016 06:06:14 PM,01/08/2016 06:08:42 PM,01/08/2016 06:12:14 PM,NA,NA,Fire,01/08/2016 06:22:18 PM,1100 Block of MARKET ST,San Francisco,94103,B02,36,2316,3,3,3,true,Alarm,1,ENGINE,2,2,6,South of Market,"(37.7795310846627, -122.413542548681)",160083005-E36
160083005,B03,16003349,01/08/2016,01/08/2016,01/08/2016 06:04:04 PM,01/08/2016 06:06:04 PM,01/08/2016 06:06:14 PM,01/08/2016 06:07:37 PM,01/08/2016 06:12:02 PM,NA,NA,Fire,01/08/2016 06:23:31 PM,1100 Block of MARKET ST,San Francisco,94103,B02,36,2316,3,3,3,false,Alarm,1,CHIEF,1,2,6,South of Market,"(37.7795310846627, -122.413542548681)",160083005-B03
160083004,E13,16003348,01/08/2016,01/08/2016,01/08/2016 06:06:04 PM,01/08/2016 06:06:04 PM,01/08/2016 06:08:36 PM,01/08/2016 06:10:07 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:12:23 PM,800 Block of MARKET ST,San Francisco,94102,B03,01,1322,2,3,3,true,Potentially Life-Threatening,1,ENGINE,3,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",160083004-E13
160083004,E01,16003348,01/08/2016,01/08/2016,01/08/2016 06:06:04 PM,01/08/2016 06:06:04 PM,01/08/2016 06:12:23 PM,01/08/2016 06:12:23 PM,01/08/2016 06:13:05 PM,NA,NA,Code 2 Transport,01/08/2016 06:14:48 PM,800 Block of MARKET ST,San Francisco,94102,B03,01,1322,2,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",160083004-E01
160083004,76,16003348,01/08/2016,01/08/2016,01/08/2016 06:06:04 PM,01/08/2016 06:06:04 PM,01/08/2016 06:08:36 PM,01/08/2016 06:08:46 PM,01/08/2016 06:12:38 PM,01/08/2016 06:24:52 PM,01/08/2016 06:35:23 PM,Code 2 Transport,01/08/2016 07:29:55 PM,800 Block of MARKET ST,San Francisco,94102,B03,01,1322,2,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",160083004-76
160082995,E20,16003347,01/08/2016,01/08/2016,01/08/2016 06:02:54 PM,01/08/2016 06:04:14 PM,01/08/2016 06:04:42 PM,01/08/2016 06:05:37 PM,01/08/2016 06:07:40 PM,NA,NA,Code 2 Transport,01/08/2016 06:34:18 PM,0 Block of LONGVIEW CT,San Francisco,94131,B08,20,5356,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Twin Peaks,"(37.7481723411291, -122.450884480723)",160082995-E20
160082995,52,16003347,01/08/2016,01/08/2016,01/08/2016 06:02:54 PM,01/08/2016 06:04:14 PM,01/08/2016 06:04:42 PM,01/08/2016 06:04:50 PM,01/08/2016 06:18:40 PM,01/08/2016 06:40:42 PM,01/08/2016 07:01:43 PM,Code 2 Transport,01/08/2016 07:48:07 PM,0 Block of LONGVIEW CT,San Francisco,94131,B08,20,5356,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Twin Peaks,"(37.7481723411291, -122.450884480723)",160082995-52
160082991,E14,16003346,01/08/2016,01/08/2016,01/08/2016 06:01:25 PM,01/08/2016 06:03:00 PM,01/08/2016 06:03:14 PM,01/08/2016 06:04:06 PM,01/08/2016 06:06:17 PM,NA,NA,Code 2 Transport,01/08/2016 06:24:03 PM,600 Block of 32ND AVE,San Francisco,94121,B07,14,0724,2,2,2,true,Non Life-threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.7768945401189, -122.491958078183)",160082991-E14
160082991,AM10,16003346,01/08/2016,01/08/2016,01/08/2016 06:01:25 PM,01/08/2016 06:03:00 PM,01/08/2016 06:03:14 PM,01/08/2016 06:04:03 PM,01/08/2016 06:08:15 PM,01/08/2016 06:36:36 PM,01/08/2016 07:06:42 PM,Code 2 Transport,01/08/2016 07:34:41 PM,600 Block of 32ND AVE,San Francisco,94121,B07,14,0724,2,2,2,false,Non Life-threatening,1,PRIVATE,2,7,1,Outer Richmond,"(37.7768945401189, -122.491958078183)",160082991-AM10
160082979,E26,16003345,01/08/2016,01/08/2016,01/08/2016 06:00:30 PM,01/08/2016 06:01:09 PM,01/08/2016 06:01:22 PM,01/08/2016 06:02:38 PM,01/08/2016 06:04:40 PM,NA,NA,Code 2 Transport,01/08/2016 06:23:42 PM,5200 Block of DIAMOND HEIGHTS BLVD,San Francisco,94131,B06,26,8163,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,8,Noe Valley,"(37.7444741036498, -122.438864927633)",160082979-E26
160082979,54,16003345,01/08/2016,01/08/2016,01/08/2016 06:00:30 PM,01/08/2016 06:01:09 PM,01/08/2016 06:01:22 PM,01/08/2016 06:03:25 PM,01/08/2016 06:34:58 PM,01/08/2016 06:35:00 PM,01/08/2016 06:48:28 PM,Code 2 Transport,01/08/2016 07:29:11 PM,5200 Block of DIAMOND HEIGHTS BLVD,San Francisco,94131,B06,26,8163,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Noe Valley,"(37.7444741036498, -122.438864927633)",160082979-54
160082973,RS1,16003344,01/08/2016,01/08/2016,01/08/2016 05:59:08 PM,01/08/2016 05:59:08 PM,01/08/2016 05:59:42 PM,01/08/2016 06:01:19 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:01:44 PM,800 Block of MARKET ST,San Francisco,94103,B01,01,2247,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,3,6,South of Market,"(37.7842056749338, -122.407612731809)",160082973-RS1
160082973,E03,16003344,01/08/2016,01/08/2016,01/08/2016 05:59:08 PM,01/08/2016 05:59:08 PM,01/08/2016 05:59:42 PM,01/08/2016 06:00:54 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:01:42 PM,800 Block of MARKET ST,San Francisco,94103,B01,01,2247,3,3,3,true,Potentially Life-Threatening,1,ENGINE,4,3,6,South of Market,"(37.7842056749338, -122.407612731809)",160082973-E03
160082973,E01,16003344,01/08/2016,01/08/2016,01/08/2016 05:59:08 PM,01/08/2016 05:59:08 PM,01/08/2016 06:01:58 PM,01/08/2016 06:01:58 PM,01/08/2016 06:02:02 PM,NA,NA,Code 2 Transport,01/08/2016 06:08:21 PM,800 Block of MARKET ST,San Francisco,94103,B01,01,2247,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7842056749338, -122.407612731809)",160082973-E01
160082973,71,16003344,01/08/2016,01/08/2016,01/08/2016 05:59:08 PM,01/08/2016 05:59:08 PM,01/08/2016 05:59:42 PM,01/08/2016 06:00:09 PM,01/08/2016 06:06:30 PM,01/08/2016 06:14:04 PM,01/08/2016 06:33:43 PM,Code 2 Transport,01/08/2016 06:59:11 PM,800 Block of MARKET ST,San Francisco,94103,B01,01,2247,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7842056749338, -122.407612731809)",160082973-71
160082965,76,16003343,01/08/2016,01/08/2016,01/08/2016 05:54:49 PM,01/08/2016 05:57:08 PM,01/08/2016 05:57:18 PM,01/08/2016 05:57:27 PM,NA,NA,NA,Other,01/08/2016 06:07:31 PM,800 Block of MARKET ST,San Francisco,94102,B03,01,1322,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",160082965-76
160082960,T06,16003342,01/08/2016,01/08/2016,01/08/2016 05:54:27 PM,01/08/2016 05:55:51 PM,01/08/2016 05:56:29 PM,01/08/2016 05:58:04 PM,01/08/2016 06:01:05 PM,NA,NA,Fire,01/08/2016 06:05:16 PM,0 Block of WOODWARD ST,San Francisco,94103,B02,36,5215,3,3,3,false,Alarm,1,TRUCK,3,2,9,Mission,"(37.7690757517644, -122.420788636046)",160082960-T06
160082960,E06,16003342,01/08/2016,01/08/2016,01/08/2016 05:54:27 PM,01/08/2016 05:55:51 PM,01/08/2016 05:56:29 PM,01/08/2016 05:57:46 PM,01/08/2016 06:00:39 PM,NA,NA,Fire,01/08/2016 06:08:22 PM,0 Block of WOODWARD ST,San Francisco,94103,B02,36,5215,3,3,3,true,Alarm,1,ENGINE,2,2,9,Mission,"(37.7690757517644, -122.420788636046)",160082960-E06
160082960,B02,16003342,01/08/2016,01/08/2016,01/08/2016 05:54:27 PM,01/08/2016 05:55:51 PM,01/08/2016 05:56:29 PM,01/08/2016 05:58:19 PM,01/08/2016 06:00:34 PM,NA,NA,Fire,01/08/2016 06:08:22 PM,0 Block of WOODWARD ST,San Francisco,94103,B02,36,5215,3,3,3,false,Alarm,1,CHIEF,1,2,9,Mission,"(37.7690757517644, -122.420788636046)",160082960-B02
160082959,T09,16003341,01/08/2016,01/08/2016,01/08/2016 05:55:26 PM,01/08/2016 05:55:35 PM,01/08/2016 05:55:55 PM,01/08/2016 05:57:26 PM,01/08/2016 06:01:32 PM,NA,NA,Fire,01/08/2016 06:02:13 PM,600 Block of TOMPKINS AVE,San Francisco,94110,B10,32,0573,3,3,3,false,Alarm,1,TRUCK,3,10,9,Bernal Heights,"(37.7369623428351, -122.412553418341)",160082959-T09
160082959,E32,16003341,01/08/2016,01/08/2016,01/08/2016 05:55:26 PM,01/08/2016 05:55:35 PM,01/08/2016 05:55:55 PM,01/08/2016 05:57:51 PM,01/08/2016 05:59:32 PM,NA,NA,Fire,01/08/2016 06:03:39 PM,600 Block of TOMPKINS AVE,San Francisco,94110,B10,32,0573,3,3,3,false,Alarm,1,ENGINE,1,10,9,Bernal Heights,"(37.7369623428351, -122.412553418341)",160082959-E32
160082959,B10,16003341,01/08/2016,01/08/2016,01/08/2016 05:55:26 PM,01/08/2016 05:55:35 PM,01/08/2016 05:55:55 PM,01/08/2016 05:56:52 PM,01/08/2016 06:00:10 PM,NA,NA,Fire,01/08/2016 06:03:39 PM,600 Block of TOMPKINS AVE,San Francisco,94110,B10,32,0573,3,3,3,false,Alarm,1,CHIEF,2,10,9,Bernal Heights,"(37.7369623428351, -122.412553418341)",160082959-B10
160082953,E08,16003340,01/08/2016,01/08/2016,01/08/2016 05:53:06 PM,01/08/2016 05:54:06 PM,01/08/2016 05:54:50 PM,01/08/2016 05:56:36 PM,01/08/2016 06:03:25 PM,NA,NA,Unable to Locate,01/08/2016 06:07:28 PM,5TH ST/HOWARD ST,San Francisco,94103,B03,01,2245,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7814995076073, -122.404933347868)",160082953-E08
160082953,74,16003340,01/08/2016,01/08/2016,01/08/2016 05:53:06 PM,01/08/2016 05:54:06 PM,01/08/2016 05:54:50 PM,01/08/2016 05:54:58 PM,NA,NA,NA,Unable to Locate,01/08/2016 06:07:22 PM,5TH ST/HOWARD ST,San Francisco,94103,B03,01,2245,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7814995076073, -122.404933347868)",160082953-74
160082945,E03,16003339,01/08/2016,01/08/2016,01/08/2016 05:51:51 PM,01/08/2016 05:53:34 PM,01/08/2016 06:02:34 PM,01/08/2016 06:03:29 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:09:52 PM,900 Block of MARKET ST,San Francisco,94102,B03,01,1364,2,2,2,true,Potentially Life-Threatening,1,ENGINE,3,3,6,Tenderloin,"(37.7837069301545, -122.408595110869)",160082945-E03
160082945,E01,16003339,01/08/2016,01/08/2016,01/08/2016 05:51:51 PM,01/08/2016 05:53:34 PM,01/08/2016 05:54:10 PM,01/08/2016 05:55:12 PM,NA,NA,NA,Code 2 Transport,01/08/2016 06:01:56 PM,900 Block of MARKET ST,San Francisco,94102,B03,01,1364,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,3,6,Tenderloin,"(37.7837069301545, -122.408595110869)",160082945-E01
160082945,75,16003339,01/08/2016,01/08/2016,01/08/2016 05:51:51 PM,01/08/2016 05:53:34 PM,01/08/2016 05:54:10 PM,01/08/2016 05:54:15 PM,01/08/2016 06:04:50 PM,01/08/2016 06:15:10 PM,01/08/2016 06:25:55 PM,Code 2 Transport,01/08/2016 07:03:13 PM,900 Block of MARKET ST,San Francisco,94102,B03,01,1364,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7837069301545, -122.408595110869)",160082945-75
160082932,E41,16003338,01/08/2016,01/08/2016,01/08/2016 05:49:30 PM,01/08/2016 05:50:03 PM,01/08/2016 05:50:40 PM,01/08/2016 05:51:00 PM,01/08/2016 05:53:37 PM,NA,NA,Code 2 Transport,01/08/2016 06:20:27 PM,1900 Block of POLK ST,San Francisco,94109,B04,41,3125,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,4,3,Russian Hill,"(37.7945943539551, -122.421425211776)",160082932-E41
160082932,E02,16003338,01/08/2016,01/08/2016,01/08/2016 05:49:30 PM,01/08/2016 05:50:03 PM,01/08/2016 05:50:40 PM,01/08/2016 05:52:22 PM,NA,NA,NA,Code 2 Transport,01/08/2016 05:55:28 PM,1900 Block of POLK ST,San Francisco,94109,B04,41,3125,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,4,3,Russian Hill,"(37.7945943539551, -122.421425211776)",160082932-E02
160082932,56,16003338,01/08/2016,01/08/2016,01/08/2016 05:49:30 PM,01/08/2016 05:50:03 PM,01/08/2016 05:50:40 PM,01/08/2016 05:50:49 PM,01/08/2016 05:54:55 PM,01/08/2016 06:10:29 PM,01/08/2016 06:36:02 PM,Code 2 Transport,01/08/2016 07:19:47 PM,1900 Block of POLK ST,San Francisco,94109,B04,41,3125,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,3,Russian Hill,"(37.7945943539551, -122.421425211776)",160082932-56
160082914,E43,16003337,01/08/2016,01/08/2016,01/08/2016 05:42:55 PM,01/08/2016 05:45:31 PM,01/08/2016 05:45:42 PM,01/08/2016 05:46:53 PM,01/08/2016 05:48:52 PM,NA,NA,Fire,01/08/2016 05:55:50 PM,500 Block of PARIS ST,San Francisco,94112,B09,43,6126,3,3,3,true,Alarm,1,ENGINE,1,9,11,Excelsior,"(37.720019816976, -122.436111161509)",160082914-E43
160082901,86,16003336,01/08/2016,01/08/2016,01/08/2016 05:40:38 PM,01/08/2016 05:42:18 PM,01/08/2016 05:42:56 PM,01/08/2016 05:43:08 PM,01/08/2016 06:00:24 PM,01/08/2016 06:12:04 PM,01/08/2016 06:40:24 PM,Code 2 Transport,01/08/2016 07:23:44 PM,100 Block of BOUTWELL ST,San Francisco,94124,B10,42,6364,2,2,2,true,Non Life-threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7348185901885, -122.405480344355)",160082901-86
160082877,67,16003335,01/08/2016,01/08/2016,01/08/2016 05:32:53 PM,01/08/2016 05:35:09 PM,01/08/2016 05:35:44 PM,01/08/2016 05:35:55 PM,01/08/2016 05:47:54 PM,NA,NA,Patient Declined Transport,01/08/2016 06:41:31 PM,100 Block of JEFFERSON ST,San Francisco,94133,B01,28,1521,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,North Beach,"(37.8082633159603, -122.414972542075)",160082877-67
160082875,AM16,16003334,01/08/2016,01/08/2016,01/08/2016 05:33:05 PM,01/08/2016 05:34:29 PM,01/08/2016 05:34:50 PM,01/08/2016 05:38:39 PM,01/08/2016 05:40:52 PM,01/08/2016 06:05:33 PM,01/08/2016 06:24:28 PM,Code 2 Transport,01/08/2016 06:53:01 PM,200 Block of 8TH ST,San Francisco,94103,B02,29,2322,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,South of Market,"(37.7760463471271, -122.41128875661)",160082875-AM16
160082871,KM01,16003333,01/08/2016,01/08/2016,01/08/2016 05:32:09 PM,01/08/2016 05:33:19 PM,01/08/2016 05:33:39 PM,01/08/2016 05:34:12 PM,01/08/2016 05:38:21 PM,01/08/2016 05:47:26 PM,01/08/2016 06:31:28 PM,Code 2 Transport,01/08/2016 07:00:38 PM,900 Block of BAY SHORE BLVD,San Francisco,94124,B10,42,6361,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,10,10,Bayview Hunters Point,"(37.7318146531856, -122.403993066647)",160082871-KM01
160082871,E42,16003333,01/08/2016,01/08/2016,01/08/2016 05:32:09 PM,01/08/2016 05:33:19 PM,01/08/2016 05:33:39 PM,01/08/2016 05:35:03 PM,01/08/2016 05:36:38 PM,NA,NA,Code 2 Transport,01/08/2016 05:42:27 PM,900 Block of BAY SHORE BLVD,San Francisco,94124,B10,42,6361,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7318146531856, -122.403993066647)",160082871-E42
160082861,E19,16003332,01/08/2016,01/08/2016,01/08/2016 05:29:45 PM,01/08/2016 05:31:17 PM,01/08/2016 05:31:24 PM,01/08/2016 05:32:09 PM,01/08/2016 05:39:29 PM,NA,NA,Fire,01/08/2016 05:49:13 PM,300 Block of SLOAT BLVD,San Francisco,94132,B08,19,7436,3,3,3,true,Fire,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7347800299939, -122.476102308906)",160082861-E19
160082850,E01,16003331,01/08/2016,01/08/2016,01/08/2016 05:24:48 PM,01/08/2016 05:27:51 PM,01/08/2016 05:29:13 PM,01/08/2016 05:29:53 PM,01/08/2016 05:32:14 PM,NA,NA,No Merit,01/08/2016 05:34:00 PM,300 Block of TEHAMA ST,San Francisco,94103,B03,01,2214,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7814638725237, -122.403816728947)",160082850-E01
160082850,76,16003331,01/08/2016,01/08/2016,01/08/2016 05:24:48 PM,01/08/2016 05:27:51 PM,01/08/2016 05:29:13 PM,01/08/2016 05:29:21 PM,NA,NA,NA,No Merit,01/08/2016 05:34:23 PM,300 Block of TEHAMA ST,San Francisco,94103,B03,01,2214,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7814638725237, -122.403816728947)",160082850-76
160082817,KM08,16003330,01/08/2016,01/08/2016,01/08/2016 05:19:46 PM,01/08/2016 05:20:25 PM,01/08/2016 05:20:55 PM,01/08/2016 05:21:23 PM,01/08/2016 05:34:48 PM,01/08/2016 05:41:11 PM,NA,Code 2 Transport,01/08/2016 06:27:23 PM,DAVIS ST/WASHINGTON ST,San Francisco,94111,B01,13,1133,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Financial District/South Beach,"(37.7961860716176, -122.398152068472)",160082817-KM08
160082817,E13,16003330,01/08/2016,01/08/2016,01/08/2016 05:19:46 PM,01/08/2016 05:20:25 PM,01/08/2016 05:20:55 PM,01/08/2016 05:21:58 PM,01/08/2016 05:23:23 PM,NA,NA,Code 2 Transport,01/08/2016 05:36:06 PM,DAVIS ST/WASHINGTON ST,San Francisco,94111,B01,13,1133,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7961860716176, -122.398152068472)",160082817-E13
